med.orarie NO2 [ug/m3] staz.** GIARDINI MARGHERITA

aaaa mm gg hh        NO2
2014 02 05 02       56.0
2014 02 05 03       62.0
2014 02 05 04       65.0
2014 02 05 05       67.0
2014 02 05 06       67.0
2014 02 05 07       65.0
2014 02 05 08       66.0
2014 02 05 09       72.0
2014 02 05 10       73.0
2014 02 05 11       73.0
2014 02 05 12       77.0
2014 02 05 13       77.0
2014 02 05 14       75.0
2014 02 05 15       70.0
2014 02 05 16       68.0
2014 02 05 17       67.0
2014 02 05 18       68.0
2014 02 05 19       67.0
2014 02 05 20       66.0
2014 02 05 21       58.0
2014 02 05 22       56.0
2014 02 05 23       60.0
2014 02 06 00       71.0
2014 02 06 01    -9999.0
2014 02 06 02       67.0
2014 02 06 03       64.0
2014 02 06 04       62.0
2014 02 06 05       60.0
2014 02 06 06       54.0
2014 02 06 07       56.0
2014 02 06 08       63.0
2014 02 06 09       67.0
2014 02 06 10       62.0
2014 02 06 11       64.0
2014 02 06 12       66.0
2014 02 06 13       55.0
2014 02 06 14       35.0
2014 02 06 15       33.0
2014 02 06 16       49.0
2014 02 06 17       61.0
2014 02 06 18       61.0
2014 02 06 19       58.0
2014 02 06 20       61.0
2014 02 06 21       62.0
2014 02 06 22       58.0
2014 02 06 23       55.0
2014 02 07 00       52.0
2014 02 07 01    -9999.0
2014 02 07 02       52.0
2014 02 07 03       52.0
2014 02 07 04       46.0
2014 02 07 05       51.0
2014 02 07 06       52.0
2014 02 07 07       49.0
2014 02 07 08       55.0
2014 02 07 09       59.0
2014 02 07 10       55.0
2014 02 07 11       20.0
2014 02 07 12        4.0
2014 02 07 13       10.0
2014 02 07 14       21.0
2014 02 07 15       17.0
2014 02 07 16       13.0
2014 02 07 17        9.0
2014 02 07 18       15.0
2014 02 07 19       18.0
2014 02 07 20       58.0
2014 02 07 21       49.0
2014 02 07 22       54.0
2014 02 07 23       55.0
2014 02 08 00       54.0
2014 02 08 01    -9999.0
2014 02 08 02       60.0
2014 02 08 03       64.0
2014 02 08 04       65.0
2014 02 08 05       66.0
2014 02 08 06       65.0
2014 02 08 07       65.0
2014 02 08 08       58.0
2014 02 08 09       62.0
2014 02 08 10       60.0
2014 02 08 11       57.0
2014 02 08 12       53.0
2014 02 08 13       57.0
2014 02 08 14       63.0
2014 02 08 15       55.0
2014 02 08 16       66.0
2014 02 08 17       67.0
2014 02 08 18       64.0
2014 02 08 19       66.0
2014 02 08 20       41.0
2014 02 08 21       18.0
2014 02 08 22       12.0
2014 02 08 23        9.0
2014 02 09 00       19.0
2014 02 09 01    -9999.0
2014 02 09 02       35.0
2014 02 09 03       21.0
2014 02 09 04       21.0
2014 02 09 05       28.0
2014 02 09 06       37.0
2014 02 09 07       46.0
2014 02 09 08       51.0
2014 02 09 09       60.0
2014 02 09 10       48.0
2014 02 09 11       54.0
2014 02 09 12       53.0
2014 02 09 13       45.0
2014 02 09 14       35.0
2014 02 09 15       35.0
2014 02 09 16       39.0
2014 02 09 17       40.0
2014 02 09 18       47.0
2014 02 09 19       41.0
2014 02 09 20       23.0
2014 02 09 21       10.0
2014 02 09 22        9.0
2014 02 09 23       11.0
2014 02 10 00        8.0
2014 02 10 01    -9999.0
2014 02 10 02        5.0
2014 02 10 03        4.0
2014 02 10 04       22.0
2014 02 10 05       34.0
2014 02 10 06       41.0
2014 02 10 07       64.0
2014 02 10 08       81.0
2014 02 10 09       84.0
2014 02 10 10       79.0
2014 02 10 11       71.0
2014 02 10 12       46.0
2014 02 10 13       46.0
2014 02 10 14       55.0
2014 02 10 15       70.0
2014 02 10 16       70.0
2014 02 10 17       73.0
2014 02 10 18       78.0
2014 02 10 19       82.0
2014 02 10 20       75.0
2014 02 10 21       80.0
2014 02 10 22       81.0
2014 02 10 23       74.0
2014 02 11 00       60.0
2014 02 11 01    -9999.0
2014 02 11 02       48.0
2014 02 11 03       43.0
2014 02 11 04       43.0
2014 02 11 05       45.0
2014 02 11 06       50.0
2014 02 11 07       52.0
2014 02 11 08       63.0
2014 02 11 09       71.0
2014 02 11 10       69.0
2014 02 11 11       61.0
2014 02 11 12       66.0
2014 02 11 13       68.0
2014 02 11 14       73.0
2014 02 11 15       67.0
2014 02 11 16       57.0
2014 02 11 17       48.0
2014 02 11 18       53.0
2014 02 11 19       64.0
2014 02 11 20       65.0
2014 02 11 21       73.0
2014 02 11 22       67.0
2014 02 11 23       57.0
2014 02 12 00       51.0
2014 02 12 01    -9999.0
2014 02 12 02       55.0
2014 02 12 03       56.0
2014 02 12 04       50.0
2014 02 12 05       28.0
2014 02 12 06       19.0
2014 02 12 07       27.0
2014 02 12 08       31.0
2014 02 12 09       30.0
2014 02 12 10       25.0
2014 02 12 11       30.0
2014 02 12 12       42.0
2014 02 12 13       38.0
2014 02 12 14       42.0
2014 02 12 15       43.0
2014 02 12 16       44.0
2014 02 12 17       57.0
2014 02 12 18       68.0
