med.orarie NO2 [ug/m3] staz.** FEBBIO

aaaa mm gg hh        NO2
2014 02 10 22        2.0
2014 02 10 23        2.2
2014 02 11 00        2.5
2014 02 11 01        4.2
2014 02 11 02        3.7
2014 02 11 03        3.4
2014 02 11 04    -9999.0
2014 02 11 05        2.8
2014 02 11 06        2.4
2014 02 11 07        2.3
2014 02 11 08        2.0
2014 02 11 09        3.7
2014 02 11 10        2.5
2014 02 11 11        2.8
2014 02 11 12        4.3
2014 02 11 13        4.4
2014 02 11 14        4.2
2014 02 11 15        3.8
2014 02 11 16        5.4
2014 02 11 17        6.2
2014 02 11 18        7.5
2014 02 11 19        7.1
2014 02 11 20        7.7
2014 02 11 21        8.6
2014 02 11 22        8.0
2014 02 11 23        3.7
2014 02 12 00        3.4
2014 02 12 01        2.1
2014 02 12 02        1.9
2014 02 12 03        2.8
2014 02 12 04    -9999.0
2014 02 12 05        2.8
2014 02 12 06        2.6
2014 02 12 07        2.4
2014 02 12 08        2.2
2014 02 12 09        2.7
2014 02 12 10        2.5
2014 02 12 11        1.9
2014 02 12 12        1.6
2014 02 12 13        1.7
2014 02 12 14        2.3
2014 02 12 15        2.4
2014 02 12 16        3.0
2014 02 12 17        4.5
2014 02 12 18        4.6
2014 02 12 19        7.8
2014 02 12 20        4.0
2014 02 12 21        3.1
2014 02 12 22        3.9
2014 02 12 23        3.6
2014 02 13 00        2.6
2014 02 13 01        2.7
2014 02 13 02        1.8
2014 02 13 03        1.9
2014 02 13 04    -9999.0
2014 02 13 05        1.8
2014 02 13 06        1.7
2014 02 13 07        1.9
2014 02 13 08        1.9
2014 02 13 09        1.7
2014 02 13 10        1.8
2014 02 13 11        1.9
