med.orarie NO2 [ug/m3] staz.** VILLA FULVIA

aaaa mm gg hh        NO2
2014 01 29 22       18.0
2014 01 29 23       12.0
2014 01 30 00       14.0
2014 01 30 01       21.0
2014 01 30 02       27.0
2014 01 30 03    -9999.0
2014 01 30 04       15.0
2014 01 30 05       10.0
2014 01 30 06       14.0
2014 01 30 07       16.0
2014 01 30 08       20.0
2014 01 30 09       22.0
2014 01 30 10       23.0
2014 01 30 11    -9999.0
2014 01 30 12       27.0
2014 01 30 13       21.0
2014 01 30 14       22.0
2014 01 30 15       25.0
2014 01 30 16       32.0
2014 01 30 17       29.0
2014 01 30 18       34.0
2014 01 30 19       35.0
2014 01 30 20       39.0
2014 01 30 21       34.0
2014 01 30 22       28.0
2014 01 30 23       27.0
2014 01 31 00       28.0
2014 01 31 01       27.0
2014 01 31 02       32.0
2014 01 31 03    -9999.0
2014 01 31 04       42.0
2014 01 31 05       51.0
2014 01 31 06       56.0
2014 01 31 07       58.0
2014 01 31 08       59.0
2014 01 31 09       56.0
2014 01 31 10       50.0
2014 01 31 11       44.0
2014 01 31 12       47.0
2014 01 31 13       46.0
2014 01 31 14       44.0
2014 01 31 15       42.0
2014 01 31 16       45.0
2014 01 31 17       47.0
2014 01 31 18       49.0
2014 01 31 19       50.0
2014 01 31 20       52.0
2014 01 31 21       51.0
2014 01 31 22       49.0
2014 01 31 23       49.0
2014 02 01 00       46.0
2014 02 01 01       41.0
2014 02 01 02       35.0
2014 02 01 03    -9999.0
2014 02 01 04       34.0
2014 02 01 05       34.0
2014 02 01 06       30.0
2014 02 01 07       28.0
2014 02 01 08       34.0
2014 02 01 09       36.0
2014 02 01 10       38.0
2014 02 01 11       38.0
2014 02 01 12       40.0
2014 02 01 13       37.0
2014 02 01 14       39.0
2014 02 01 15       42.0
2014 02 01 16       43.0
2014 02 01 17       41.0
2014 02 01 18       44.0
2014 02 01 19       42.0
2014 02 01 20       36.0
2014 02 01 21       39.0
2014 02 01 22       36.0
2014 02 01 23       38.0
2014 02 02 00       37.0
2014 02 02 01       32.0
2014 02 02 02       24.0
2014 02 02 03    -9999.0
2014 02 02 04       32.0
2014 02 02 05       30.0
2014 02 02 06       29.0
2014 02 02 07       34.0
2014 02 02 08       35.0
2014 02 02 09       35.0
2014 02 02 10       32.0
2014 02 02 11       28.0
2014 02 02 12       17.0
2014 02 02 13       18.0
2014 02 02 14       19.0
2014 02 02 15       19.0
2014 02 02 16       20.0
2014 02 02 17       26.0
2014 02 02 18       29.0
2014 02 02 19       29.0
2014 02 02 20       30.0
2014 02 02 21       17.0
2014 02 02 22       11.0
2014 02 02 23        9.0
2014 02 03 00        9.0
2014 02 03 01        8.0
2014 02 03 02        8.0
2014 02 03 03    -9999.0
2014 02 03 04        8.0
2014 02 03 05        9.0
2014 02 03 06        8.0
2014 02 03 07       10.0
2014 02 03 08       12.0
2014 02 03 09       12.0
2014 02 03 10       13.0
2014 02 03 11       12.0
2014 02 03 12       12.0
2014 02 03 13       15.0
2014 02 03 14       17.0
2014 02 03 15       16.0
2014 02 03 16       16.0
2014 02 03 17       16.0
2014 02 03 18       17.0
2014 02 03 19       18.0
2014 02 03 20       19.0
2014 02 03 21       18.0
2014 02 03 22       15.0
2014 02 03 23       16.0
2014 02 04 00       15.0
2014 02 04 01       12.0
2014 02 04 02       12.0
2014 02 04 03    -9999.0
2014 02 04 04       12.0
2014 02 04 05       12.0
2014 02 04 06       12.0
2014 02 04 07       16.0
2014 02 04 08       18.0
2014 02 04 09       24.0
2014 02 04 10       24.0
2014 02 04 11       25.0
2014 02 04 12       31.0
2014 02 04 13       27.0
2014 02 04 14       27.0
2014 02 04 15       31.0
2014 02 04 16       32.0
2014 02 04 17       36.0
2014 02 04 18       42.0
2014 02 04 19       59.0
2014 02 04 20       56.0
2014 02 04 21       55.0
2014 02 04 22       52.0
2014 02 04 23       48.0
2014 02 05 00       42.0
2014 02 05 01       42.0
2014 02 05 02       40.0
2014 02 05 03    -9999.0
2014 02 05 04       38.0
2014 02 05 05       37.0
2014 02 05 06       36.0
2014 02 05 07       34.0
2014 02 05 08       36.0
2014 02 05 09       34.0
2014 02 05 10       30.0
2014 02 05 11       30.0
2014 02 05 12       31.0
2014 02 05 13       29.0
2014 02 05 14       21.0
2014 02 05 15       23.0
2014 02 05 16       29.0
2014 02 05 17       30.0
2014 02 05 18       33.0
2014 02 05 19       30.0
2014 02 05 20       28.0
2014 02 05 21       25.0
2014 02 05 22       25.0
2014 02 05 23       32.0
2014 02 06 00       24.0
2014 02 06 01       22.0
2014 02 06 02       19.0
2014 02 06 03    -9999.0
2014 02 06 04       12.0
2014 02 06 05       10.0
2014 02 06 06        9.0
2014 02 06 07       11.0
2014 02 06 08       26.0
2014 02 06 09       46.0
2014 02 06 10       44.0
2014 02 06 11       33.0
2014 02 06 12       31.0
2014 02 06 13       23.0
2014 02 06 14       20.0
2014 02 06 15       21.0
2014 02 06 16       24.0
2014 02 06 17       37.0
2014 02 06 18       61.0
2014 02 06 19       69.0
2014 02 06 20       65.0
2014 02 06 21       64.0
2014 02 06 22       60.0
2014 02 06 23       56.0
2014 02 07 00       50.0
2014 02 07 01       46.0
2014 02 07 02       46.0
2014 02 07 03    -9999.0
2014 02 07 04       45.0
2014 02 07 05       45.0
2014 02 07 06       43.0
2014 02 07 07       49.0
2014 02 07 08       53.0
2014 02 07 09       52.0
2014 02 07 10       47.0
2014 02 07 11       42.0
2014 02 07 12       36.0
2014 02 07 13       25.0
2014 02 07 14       22.0
2014 02 07 15       27.0
2014 02 07 16       24.0
2014 02 07 17       22.0
2014 02 07 18       33.0
2014 02 07 19       30.0
2014 02 07 20       31.0
2014 02 07 21       30.0
2014 02 07 22       41.0
2014 02 07 23       46.0
2014 02 08 00       46.0
2014 02 08 01       32.0
2014 02 08 02       31.0
2014 02 08 03    -9999.0
2014 02 08 04       44.0
2014 02 08 05       49.0
2014 02 08 06       49.0
2014 02 08 07       45.0
2014 02 08 08       45.0
2014 02 08 09       40.0
2014 02 08 10       31.0
2014 02 08 11       24.0
2014 02 08 12       25.0
2014 02 08 13       22.0
2014 02 08 14       24.0
2014 02 08 15       26.0
2014 02 08 16       29.0
2014 02 08 17       31.0
2014 02 08 18       34.0
2014 02 08 19       38.0
2014 02 08 20       39.0
2014 02 08 21       35.0
2014 02 08 22       27.0
2014 02 08 23       30.0
2014 02 09 00       26.0
2014 02 09 01       21.0
2014 02 09 02       25.0
2014 02 09 03    -9999.0
2014 02 09 04       24.0
2014 02 09 05       15.0
2014 02 09 06       13.0
2014 02 09 07       30.0
2014 02 09 08       25.0
2014 02 09 09       20.0
2014 02 09 10       22.0
2014 02 09 11       29.0
2014 02 09 12       28.0
2014 02 09 13       25.0
2014 02 09 14       18.0
2014 02 09 15       16.0
2014 02 09 16       16.0
2014 02 09 17       17.0
2014 02 09 18       22.0
2014 02 09 19       28.0
2014 02 09 20       39.0
2014 02 09 21       51.0
2014 02 09 22       54.0
2014 02 09 23       50.0
2014 02 10 00       39.0
2014 02 10 01       39.0
2014 02 10 02       34.0
2014 02 10 03    -9999.0
2014 02 10 04       18.0
2014 02 10 05       19.0
2014 02 10 06       21.0
2014 02 10 07       23.0
2014 02 10 08       27.0
2014 02 10 09       27.0
2014 02 10 10       23.0
2014 02 10 11       21.0
2014 02 10 12       16.0
2014 02 10 13       12.0
2014 02 10 14       11.0
2014 02 10 15       11.0
2014 02 10 16        9.0
2014 02 10 17        9.0
2014 02 10 18       12.0
2014 02 10 19       16.0
2014 02 10 20       26.0
2014 02 10 21       23.0
2014 02 10 22       22.0
2014 02 10 23       23.0
2014 02 11 00       33.0
2014 02 11 01       37.0
2014 02 11 02       30.0
2014 02 11 03    -9999.0
2014 02 11 04       25.0
2014 02 11 05       35.0
2014 02 11 06       34.0
2014 02 11 07       32.0
2014 02 11 08       40.0
2014 02 11 09       41.0
2014 02 11 10       35.0
2014 02 11 11       27.0
2014 02 11 12       25.0
2014 02 11 13       26.0
2014 02 11 14       22.0
2014 02 11 15       23.0
2014 02 11 16       29.0
2014 02 11 17       33.0
2014 02 11 18       37.0
2014 02 11 19       53.0
2014 02 11 20       50.0
2014 02 11 21       49.0
2014 02 11 22       48.0
2014 02 11 23       40.0
2014 02 12 00       36.0
2014 02 12 01       39.0
2014 02 12 02       32.0
2014 02 12 03    -9999.0
2014 02 12 04       33.0
2014 02 12 05       42.0
2014 02 12 06       37.0
2014 02 12 07       39.0
2014 02 12 08       38.0
2014 02 12 09       37.0
2014 02 12 10       29.0
2014 02 12 11       23.0
2014 02 12 12       22.0
2014 02 12 13       22.0
2014 02 12 14       26.0
2014 02 12 15       27.0
2014 02 12 16       32.0
2014 02 12 17       39.0
2014 02 12 18       45.0
2014 02 12 19       53.0
2014 02 12 20       56.0
2014 02 12 21       55.0
2014 02 12 22       52.0
2014 02 12 23       52.0
2014 02 13 00       49.0
2014 02 13 01       46.0
2014 02 13 02       45.0
2014 02 13 03    -9999.0
2014 02 13 04       46.0
2014 02 13 05       45.0
2014 02 13 06       37.0
2014 02 13 07       41.0
2014 02 13 08       47.0
2014 02 13 09       47.0
2014 02 13 10       49.0
2014 02 13 11       36.0
2014 02 13 12       30.0
2014 02 13 13       35.0
2014 02 13 14       40.0
2014 02 13 15       43.0
2014 02 13 16       41.0
2014 02 13 17       38.0
2014 02 13 18       37.0
2014 02 13 19       28.0
2014 02 13 20       24.0
