med.orarie NO2 [ug/m3] staz.** BESENZONE

aaaa mm gg hh        NO2
2014 01 31 21       24.0
2014 01 31 22       26.0
2014 01 31 23       27.0
2014 02 01 00       12.0
2014 02 01 01       10.0
2014 02 01 02    -9999.0
2014 02 01 03        7.0
2014 02 01 04        6.0
2014 02 01 05        8.0
2014 02 01 06       10.0
2014 02 01 07       12.0
2014 02 01 08       14.0
2014 02 01 09       15.0
2014 02 01 10       18.0
2014 02 01 11       21.0
2014 02 01 12       22.0
2014 02 01 13       22.0
2014 02 01 14       18.0
2014 02 01 15       18.0
2014 02 01 16       18.0
2014 02 01 17       18.0
2014 02 01 18       19.0
2014 02 01 19       21.0
2014 02 01 20       25.0
2014 02 01 21       23.0
2014 02 01 22       23.0
2014 02 01 23       24.0
2014 02 02 00       27.0
2014 02 02 01       24.0
2014 02 02 02    -9999.0
2014 02 02 03       19.0
2014 02 02 04       17.0
2014 02 02 05       19.0
2014 02 02 06       16.0
2014 02 02 07       18.0
2014 02 02 08       23.0
2014 02 02 09       23.0
2014 02 02 10       16.0
2014 02 02 11       15.0
2014 02 02 12       16.0
2014 02 02 13       22.0
2014 02 02 14       23.0
2014 02 02 15       19.0
2014 02 02 16       14.0
2014 02 02 17       19.0
2014 02 02 18       20.0
2014 02 02 19       23.0
2014 02 02 20       31.0
2014 02 02 21       34.0
2014 02 02 22       29.0
2014 02 02 23       26.0
2014 02 03 00       24.0
2014 02 03 01       26.0
2014 02 03 02    -9999.0
2014 02 03 03       27.0
2014 02 03 04       25.0
2014 02 03 05       20.0
2014 02 03 06        6.0
2014 02 03 07        5.0
2014 02 03 08        7.0
2014 02 03 09        8.0
2014 02 03 10        8.0
2014 02 03 11       12.0
2014 02 03 12       12.0
2014 02 03 13       13.0
2014 02 03 14       13.0
2014 02 03 15       18.0
2014 02 03 16       15.0
2014 02 03 17       17.0
2014 02 03 18       17.0
2014 02 03 19       18.0
2014 02 03 20       30.0
2014 02 03 21       24.0
2014 02 03 22       16.0
2014 02 03 23       13.0
2014 02 04 00       12.0
2014 02 04 01       13.0
2014 02 04 02    -9999.0
2014 02 04 03       11.0
2014 02 04 04        9.0
2014 02 04 05        8.0
2014 02 04 06        8.0
2014 02 04 07        8.0
2014 02 04 08       10.0
2014 02 04 09       12.0
2014 02 04 10       11.0
2014 02 04 11        9.0
2014 02 04 12       12.0
2014 02 04 13       12.0
2014 02 04 14       13.0
2014 02 04 15       13.0
2014 02 04 16       15.0
2014 02 04 17       18.0
2014 02 04 18       17.0
2014 02 04 19       17.0
2014 02 04 20       16.0
2014 02 04 21       18.0
2014 02 04 22       28.0
2014 02 04 23       34.0
2014 02 05 00       31.0
2014 02 05 01       31.0
2014 02 05 02    -9999.0
2014 02 05 03       35.0
2014 02 05 04       33.0
2014 02 05 05       32.0
2014 02 05 06       30.0
2014 02 05 07       34.0
2014 02 05 08       33.0
2014 02 05 09       31.0
2014 02 05 10       28.0
2014 02 05 11       25.0
2014 02 05 12       30.0
2014 02 05 13       28.0
2014 02 05 14    -9999.0
2014 02 05 15    -9999.0
2014 02 05 16       20.0
2014 02 05 17       19.0
2014 02 05 18       19.0
2014 02 05 19       19.0
2014 02 05 20       21.0
2014 02 05 21       19.0
2014 02 05 22       19.0
2014 02 05 23       20.0
2014 02 06 00       14.0
2014 02 06 01       10.0
2014 02 06 02    -9999.0
2014 02 06 03        4.0
2014 02 06 04        4.0
2014 02 06 05        4.0
2014 02 06 06       10.0
2014 02 06 07       20.0
2014 02 06 08       25.0
2014 02 06 09       25.0
2014 02 06 10       23.0
2014 02 06 11       25.0
2014 02 06 12       17.0
2014 02 06 13       12.0
2014 02 06 14       12.0
2014 02 06 15       14.0
2014 02 06 16       13.0
2014 02 06 17       14.0
2014 02 06 18       23.0
2014 02 06 19       33.0
2014 02 06 20       43.0
2014 02 06 21       42.0
2014 02 06 22       37.0
2014 02 06 23       34.0
2014 02 07 00       29.0
2014 02 07 01       27.0
2014 02 07 02    -9999.0
2014 02 07 03       24.0
2014 02 07 04       20.0
2014 02 07 05       18.0
2014 02 07 06       16.0
2014 02 07 07       17.0
2014 02 07 08       24.0
2014 02 07 09       27.0
2014 02 07 10       28.0
2014 02 07 11       29.0
2014 02 07 12       31.0
2014 02 07 13       34.0
2014 02 07 14       39.0
2014 02 07 15       29.0
2014 02 07 16       33.0
2014 02 07 17       32.0
2014 02 07 18       37.0
2014 02 07 19       40.0
2014 02 07 20       46.0
2014 02 07 21       46.0
2014 02 07 22       48.0
2014 02 07 23       42.0
2014 02 08 00       39.0
2014 02 08 01       36.0
2014 02 08 02    -9999.0
2014 02 08 03       29.0
2014 02 08 04       26.0
2014 02 08 05       23.0
2014 02 08 06       25.0
2014 02 08 07       28.0
2014 02 08 08       29.0
2014 02 08 09       27.0
2014 02 08 10       20.0
2014 02 08 11       18.0
2014 02 08 12       17.0
2014 02 08 13       20.0
2014 02 08 14       19.0
2014 02 08 15       24.0
2014 02 08 16       19.0
2014 02 08 17       18.0
2014 02 08 18       19.0
2014 02 08 19       17.0
2014 02 08 20       20.0
2014 02 08 21       19.0
2014 02 08 22       21.0
2014 02 08 23       21.0
2014 02 09 00       21.0
2014 02 09 01       30.0
2014 02 09 02    -9999.0
2014 02 09 03       24.0
2014 02 09 04       22.0
2014 02 09 05       19.0
2014 02 09 06       13.0
2014 02 09 07       11.0
2014 02 09 08       17.0
2014 02 09 09       16.0
2014 02 09 10       18.0
2014 02 09 11       17.0
2014 02 09 12       13.0
2014 02 09 13       11.0
2014 02 09 14       10.0
2014 02 09 15        8.0
2014 02 09 16       10.0
2014 02 09 17        7.0
2014 02 09 18       12.0
2014 02 09 19       17.0
2014 02 09 20       20.0
2014 02 09 21       20.0
2014 02 09 22       21.0
2014 02 09 23       17.0
2014 02 10 00       16.0
2014 02 10 01       15.0
2014 02 10 02    -9999.0
2014 02 10 03        6.0
2014 02 10 04       15.0
2014 02 10 05       10.0
2014 02 10 06       10.0
2014 02 10 07       13.0
2014 02 10 08       10.0
2014 02 10 09       11.0
2014 02 10 10       12.0
2014 02 10 11       11.0
2014 02 10 12       10.0
2014 02 10 13       15.0
2014 02 10 14       16.0
2014 02 10 15       13.0
2014 02 10 16       12.0
2014 02 10 17       11.0
2014 02 10 18       10.0
2014 02 10 19        8.0
2014 02 10 20        7.0
2014 02 10 21        6.0
2014 02 10 22        7.0
2014 02 10 23       34.0
2014 02 11 00       38.0
