med.orarie NO2 [ug/m3] staz.** SAN PIETRO CAPOFIUME

aaaa mm gg hh        NO2
2014 02 03 00       18.0
2014 02 03 01       15.0
2014 02 03 02    -9999.0
2014 02 03 03       21.0
2014 02 03 04       21.0
2014 02 03 05       17.0
2014 02 03 06       15.0
2014 02 03 07       15.0
2014 02 03 08       16.0
2014 02 03 09       14.0
2014 02 03 10        6.0
2014 02 03 11        6.0
2014 02 03 12        6.0
2014 02 03 13        8.0
2014 02 03 14        8.0
2014 02 03 15        6.0
2014 02 03 16        8.0
2014 02 03 17       11.0
2014 02 03 18       11.0
2014 02 03 19       10.0
2014 02 03 20       11.0
2014 02 03 21       10.0
2014 02 03 22       11.0
2014 02 03 23        8.0
2014 02 04 00        6.0
2014 02 04 01        5.0
2014 02 04 02    -9999.0
2014 02 04 03        4.0
2014 02 04 04        5.0
2014 02 04 05        6.0
2014 02 04 06        5.0
2014 02 04 07        6.0
2014 02 04 08        7.0
2014 02 04 09        8.0
2014 02 04 10       12.0
2014 02 04 11       19.0
2014 02 04 12       18.0
2014 02 04 13       19.0
2014 02 04 14       22.0
2014 02 04 15       29.0
2014 02 04 16       23.0
2014 02 04 17       23.0
2014 02 04 18       23.0
2014 02 04 19       25.0
2014 02 04 20       26.0
2014 02 04 21       32.0
2014 02 04 22       32.0
2014 02 04 23       28.0
2014 02 05 00       35.0
2014 02 05 01       31.0
2014 02 05 02    -9999.0
2014 02 05 03       17.0
2014 02 05 04       15.0
2014 02 05 05       14.0
2014 02 05 06       13.0
2014 02 05 07       13.0
2014 02 05 08       14.0
2014 02 05 09       19.0
2014 02 05 10       21.0
2014 02 05 11       19.0
2014 02 05 12       20.0
2014 02 05 13       20.0
2014 02 05 14       16.0
2014 02 05 15       17.0
2014 02 05 16       20.0
2014 02 05 17       25.0
2014 02 05 18       28.0
2014 02 05 19       27.0
2014 02 05 20       21.0
2014 02 05 21       14.0
2014 02 05 22       14.0
2014 02 05 23       14.0
2014 02 06 00       12.0
2014 02 06 01       10.0
2014 02 06 02    -9999.0
2014 02 06 03        6.0
2014 02 06 04        4.0
2014 02 06 05        3.0
2014 02 06 06        4.0
2014 02 06 07        4.0
2014 02 06 08        5.0
2014 02 06 09       11.0
2014 02 06 10    -9999.0
2014 02 06 11    -9999.0
2014 02 06 12       16.0
2014 02 06 13       12.0
2014 02 06 14        9.0
2014 02 06 15        9.0
2014 02 06 16       17.0
2014 02 06 17       15.0
2014 02 06 18       21.0
2014 02 06 19       28.0
2014 02 06 20       30.0
2014 02 06 21       34.0
2014 02 06 22       38.0
2014 02 06 23       42.0
2014 02 07 00       44.0
2014 02 07 01       33.0
2014 02 07 02    -9999.0
2014 02 07 03       29.0
2014 02 07 04       31.0
2014 02 07 05       34.0
2014 02 07 06       31.0
2014 02 07 07       26.0
2014 02 07 08       25.0
2014 02 07 09       25.0
2014 02 07 10       27.0
2014 02 07 11       20.0
2014 02 07 12       18.0
2014 02 07 13       15.0
2014 02 07 14       10.0
2014 02 07 15        6.0
2014 02 07 16       14.0
2014 02 07 17       13.0
2014 02 07 18       14.0
2014 02 07 19       17.0
2014 02 07 20       18.0
2014 02 07 21       18.0
2014 02 07 22       41.0
2014 02 07 23       44.0
2014 02 08 00       35.0
2014 02 08 01       30.0
2014 02 08 02    -9999.0
2014 02 08 03       43.0
2014 02 08 04       40.0
2014 02 08 05       39.0
2014 02 08 06       37.0
2014 02 08 07       34.0
2014 02 08 08       33.0
2014 02 08 09       23.0
2014 02 08 10       16.0
2014 02 08 11       15.0
2014 02 08 12       13.0
2014 02 08 13       12.0
2014 02 08 14       11.0
2014 02 08 15       10.0
2014 02 08 16       11.0
2014 02 08 17       14.0
2014 02 08 18       16.0
2014 02 08 19       20.0
2014 02 08 20       22.0
2014 02 08 21        8.0
2014 02 08 22        5.0
2014 02 08 23        7.0
2014 02 09 00        7.0
2014 02 09 01        7.0
2014 02 09 02    -9999.0
2014 02 09 03        6.0
2014 02 09 04        4.0
2014 02 09 05        3.0
2014 02 09 06       15.0
2014 02 09 07       18.0
