med.orarie NO2 [ug/m3] staz.** S. LAZZARO

aaaa mm gg hh        NO2
2014 02 09 00       31.8
2014 02 09 01       29.5
2014 02 09 02       27.2
2014 02 09 03       24.6
2014 02 09 04       25.2
2014 02 09 05       28.4
2014 02 09 06       24.6
2014 02 09 07       22.1
2014 02 09 08       23.5
2014 02 09 09       24.2
2014 02 09 10       20.0
2014 02 09 11       18.6
2014 02 09 12       17.4
2014 02 09 13       12.9
2014 02 09 14       13.4
2014 02 09 15       13.4
2014 02 09 16       15.2
2014 02 09 17       15.3
2014 02 09 18       27.1
2014 02 09 19       40.2
2014 02 09 20       37.6
2014 02 09 21       29.2
2014 02 09 22       36.1
2014 02 09 23       32.9
2014 02 10 00       35.8
2014 02 10 01       44.2
2014 02 10 02       35.1
2014 02 10 03       30.6
2014 02 10 04       33.4
2014 02 10 05       22.0
2014 02 10 06       19.4
2014 02 10 07       19.4
2014 02 10 08       28.3
2014 02 10 09       28.1
2014 02 10 10       23.5
2014 02 10 11       21.1
2014 02 10 12       22.9
2014 02 10 13       18.1
2014 02 10 14       15.6
2014 02 10 15       14.5
2014 02 10 16       12.6
2014 02 10 17       15.0
2014 02 10 18       16.6
2014 02 10 19       24.5
2014 02 10 20       25.1
2014 02 10 21       18.9
2014 02 10 22       21.6
2014 02 10 23       24.3
2014 02 11 00       22.5
2014 02 11 01       19.1
2014 02 11 02       23.0
2014 02 11 03       18.0
2014 02 11 04       14.8
2014 02 11 05       14.0
2014 02 11 06       15.0
2014 02 11 07       20.5
2014 02 11 08       31.4
2014 02 11 09       42.0
2014 02 11 10       31.0
2014 02 11 11       33.9
2014 02 11 12       31.6
2014 02 11 13       25.1
2014 02 11 14       27.5
2014 02 11 15       28.5
2014 02 11 16       31.8
2014 02 11 17       31.9
2014 02 11 18       41.5
2014 02 11 19       49.4
2014 02 11 20       57.3
2014 02 11 21       54.1
2014 02 11 22       42.5
2014 02 11 23       33.3
2014 02 12 00       31.1
2014 02 12 01       31.1
2014 02 12 02       23.5
2014 02 12 03       19.6
2014 02 12 04       17.1
2014 02 12 05       16.5
2014 02 12 06       18.0
2014 02 12 07       27.5
2014 02 12 08       28.9
2014 02 12 09       33.6
2014 02 12 10       23.6
2014 02 12 11       24.9
2014 02 12 12       23.7
2014 02 12 13       21.0
2014 02 12 14       21.1
2014 02 12 15       20.8
2014 02 12 16       22.4
2014 02 12 17       31.0
