med.orarie NO2 [ug/m3] staz.** PARCO EDILCARANI

aaaa mm gg hh        NO2
2014 03 24 06        7.0
2014 03 24 07        8.0
2014 03 24 08       13.0
2014 03 24 09       21.0
2014 03 24 10       21.0
2014 03 24 11       26.0
2014 03 24 12       23.0
2014 03 24 13       17.0
2014 03 24 14       14.0
2014 03 24 15       14.0
2014 03 24 16       21.0
2014 03 24 17       12.0
2014 03 24 18       13.0
2014 03 24 19       20.0
2014 03 24 20       24.0
2014 03 24 21       24.0
2014 03 24 22       23.0
2014 03 24 23       16.0
2014 03 25 00       21.0
2014 03 25 01       14.0
2014 03 25 02       15.0
2014 03 25 03       16.0
2014 03 25 04       12.0
2014 03 25 05       13.0
2014 03 25 06       14.0
2014 03 25 07       20.0
2014 03 25 08       23.0
2014 03 25 09       31.0
2014 03 25 10       27.0
2014 03 25 11       42.0
2014 03 25 12       30.0
2014 03 25 13       25.0
2014 03 25 14       24.0
2014 03 25 15       26.0
2014 03 25 16       20.0
2014 03 25 17       17.0
2014 03 25 18       38.0
2014 03 25 19       43.0
2014 03 25 20       49.0
2014 03 25 21       50.0
2014 03 25 22       17.0
2014 03 25 23       15.0
2014 03 26 00       23.0
2014 03 26 01       18.0
2014 03 26 02       19.0
2014 03 26 03       22.0
2014 03 26 04       20.0
2014 03 26 05       21.0
2014 03 26 06       25.0
2014 03 26 07       25.0
2014 03 26 08       33.0
2014 03 26 09       41.0
2014 03 26 10       29.0
2014 03 26 11       33.0
2014 03 26 12       31.0
2014 03 26 13       33.0
2014 03 26 14       29.0
2014 03 26 15       26.0
2014 03 26 16       24.0
2014 03 26 17       27.0
2014 03 26 18       35.0
2014 03 26 19       46.0
2014 03 26 20       58.0
2014 03 26 21       61.0
2014 03 26 22       46.0
2014 03 26 23       14.0
2014 03 27 00       17.0
2014 03 27 01       34.0
2014 03 27 02       38.0
2014 03 27 03       26.0
2014 03 27 04       21.0
2014 03 27 05       19.0
2014 03 27 06       20.0
2014 03 27 07       26.0
2014 03 27 08       26.0
2014 03 27 09       39.0
2014 03 27 10       35.0
2014 03 27 11       28.0
2014 03 27 12       28.0
2014 03 27 13       28.0
2014 03 27 14       26.0
2014 03 27 15       21.0
2014 03 27 16       23.0
2014 03 27 17       27.0
2014 03 27 18       33.0
2014 03 27 19       41.0
2014 03 27 20       44.0
2014 03 27 21       48.0
2014 03 27 22       32.0
2014 03 27 23       30.0
2014 03 28 00       30.0
2014 03 28 01       27.0
2014 03 28 02       22.0
2014 03 28 03       15.0
2014 03 28 04       14.0
2014 03 28 05       18.0
2014 03 28 06       21.0
2014 03 28 07       22.0
2014 03 28 08       24.0
2014 03 28 09       31.0
2014 03 28 10       22.0
2014 03 28 11       12.0
2014 03 28 12       15.0
2014 03 28 13       14.0
2014 03 28 14       13.0
2014 03 28 15       15.0
2014 03 28 16       16.0
2014 03 28 17       20.0
2014 03 28 18       18.0
2014 03 28 19       38.0
2014 03 28 20       78.0
2014 03 28 21       63.0
2014 03 28 22       28.0
2014 03 28 23       24.0
2014 03 29 00       18.0
2014 03 29 01       17.0
2014 03 29 02       18.0
2014 03 29 03       14.0
2014 03 29 04       15.0
2014 03 29 05       12.0
2014 03 29 06       13.0
2014 03 29 07       13.0
2014 03 29 08       16.0
2014 03 29 09       19.0
2014 03 29 10       18.0
2014 03 29 11       18.0
2014 03 29 12       17.0
2014 03 29 13       16.0
2014 03 29 14       13.0
2014 03 29 15       11.0
2014 03 29 16       11.0
2014 03 29 17       14.0
2014 03 29 18       21.0
2014 03 29 19       40.0
2014 03 29 20       31.0
2014 03 29 21       30.0
2014 03 29 22       36.0
2014 03 29 23       18.0
2014 03 30 00       16.0
2014 03 30 01       16.0
2014 03 30 02       14.0
2014 03 30 03       12.0
2014 03 30 04       11.0
2014 03 30 05       10.0
2014 03 30 06       11.0
2014 03 30 07       12.0
2014 03 30 08       14.0
2014 03 30 09       14.0
2014 03 30 10       14.0
2014 03 30 11       13.0
2014 03 30 12       10.0
2014 03 30 13       10.0
2014 03 30 14        8.0
2014 03 30 15        7.0
2014 03 30 16        8.0
2014 03 30 17        9.0
2014 03 30 18       10.0
2014 03 30 19       16.0
2014 03 30 20       50.0
2014 03 30 21       55.0
2014 03 30 22       19.0
2014 03 30 23       14.0
2014 03 31 00       12.0
2014 03 31 01       11.0
2014 03 31 02       10.0
2014 03 31 03       11.0
2014 03 31 04       11.0
2014 03 31 05       10.0
2014 03 31 06       12.0
2014 03 31 07       16.0
2014 03 31 08       23.0
2014 03 31 09       25.0
2014 03 31 10       20.0
2014 03 31 11       19.0
2014 03 31 12       25.0
2014 03 31 13       20.0
2014 03 31 14       15.0
2014 03 31 15       13.0
2014 03 31 16       14.0
2014 03 31 17       16.0
2014 03 31 18       18.0
2014 03 31 19       26.0
2014 03 31 20       84.0
2014 03 31 21       55.0
2014 03 31 22       17.0
2014 03 31 23       14.0
2014 04 01 00       13.0
2014 04 01 01       11.0
2014 04 01 02       10.0
2014 04 01 03       11.0
2014 04 01 04       14.0
2014 04 01 05       15.0
2014 04 01 06       15.0
2014 04 01 07       27.0
2014 04 01 08       36.0
2014 04 01 09       32.0
2014 04 01 10       35.0
2014 04 01 11       40.0
2014 04 01 12       39.0
2014 04 01 13       19.0
2014 04 01 14       12.0
2014 04 01 15       15.0
2014 04 01 16       14.0
2014 04 01 17       12.0
2014 04 01 18       14.0
2014 04 01 19       21.0
2014 04 01 20       44.0
2014 04 01 21       32.0
2014 04 01 22       14.0
2014 04 01 23       13.0
2014 04 02 00       12.0
2014 04 02 01       10.0
2014 04 02 02        8.0
2014 04 02 03        7.0
2014 04 02 04        9.0
2014 04 02 05        9.0
2014 04 02 06       13.0
2014 04 02 07       18.0
2014 04 02 08       29.0
2014 04 02 09       26.0
2014 04 02 10       26.0
2014 04 02 11       36.0
2014 04 02 12       21.0
2014 04 02 13       15.0
2014 04 02 14       15.0
2014 04 02 15       15.0
2014 04 02 16       17.0
2014 04 02 17       18.0
2014 04 02 18       21.0
2014 04 02 19       27.0
2014 04 02 20       70.0
2014 04 02 21       54.0
2014 04 02 22       24.0
2014 04 02 23       20.0
2014 04 03 00       17.0
2014 04 03 01       17.0
2014 04 03 02       14.0
2014 04 03 03       12.0
2014 04 03 04       20.0
2014 04 03 05       20.0
2014 04 03 06       19.0
2014 04 03 07       22.0
2014 04 03 08       30.0
2014 04 03 09       29.0
2014 04 03 10       23.0
2014 04 03 11       19.0
2014 04 03 12       21.0
2014 04 03 13       23.0
2014 04 03 14       27.0
2014 04 03 15       30.0
2014 04 03 16       29.0
2014 04 03 17       25.0
2014 04 03 18       31.0
2014 04 03 19       40.0
2014 04 03 20       38.0
2014 04 03 21       31.0
2014 04 03 22       18.0
2014 04 03 23       14.0
2014 04 04 00       12.0
2014 04 04 01        8.0
2014 04 04 02        6.0
2014 04 04 03        7.0
2014 04 04 04        9.0
2014 04 04 05       10.0
2014 04 04 06       10.0
2014 04 04 07       16.0
2014 04 04 08       26.0
2014 04 04 09       30.0
2014 04 04 10       27.0
2014 04 04 11       27.0
2014 04 04 12       22.0
2014 04 04 13       25.0
2014 04 04 14       21.0
2014 04 04 15       27.0
2014 04 04 16       38.0
2014 04 04 17       32.0
2014 04 04 18       43.0
2014 04 04 19       37.0
2014 04 04 20       30.0
2014 04 04 21       35.0
2014 04 04 22       36.0
2014 04 04 23       23.0
2014 04 05 00       17.0
2014 04 05 01       12.0
2014 04 05 02        9.0
2014 04 05 03       12.0
2014 04 05 04        8.0
2014 04 05 05        8.0
2014 04 05 06       11.0
2014 04 05 07       14.0
2014 04 05 08       28.0
2014 04 05 09       23.0
2014 04 05 10       22.0
2014 04 05 11       25.0
2014 04 05 12       29.0
2014 04 05 13       28.0
2014 04 05 14       11.0
2014 04 05 15        9.0
2014 04 05 16        9.0
2014 04 05 17       13.0
2014 04 05 18       28.0
2014 04 05 19       26.0
2014 04 05 20       23.0
2014 04 05 21       21.0
2014 04 05 22       19.0
2014 04 05 23       15.0
2014 04 06 00       15.0
2014 04 06 01       13.0
2014 04 06 02       11.0
2014 04 06 03       14.0
2014 04 06 04       12.0
2014 04 06 05       12.0
2014 04 06 06       13.0
2014 04 06 07       14.0
2014 04 06 08       12.0
2014 04 06 09       11.0
2014 04 06 10       11.0
2014 04 06 11       10.0
2014 04 06 12        6.0
2014 04 06 13        7.0
2014 04 06 14        7.0
2014 04 06 15        6.0
2014 04 06 16        6.0
2014 04 06 17        8.0
2014 04 06 18        9.0
2014 04 06 19       22.0
2014 04 06 20       48.0
2014 04 06 21       23.0
2014 04 06 22       16.0
2014 04 06 23       17.0
2014 04 07 00       13.0
2014 04 07 01       13.0
2014 04 07 02       12.0
2014 04 07 03       11.0
2014 04 07 04       11.0
2014 04 07 05       11.0
2014 04 07 06       11.0
2014 04 07 07       17.0
2014 04 07 08       22.0
2014 04 07 09       21.0
2014 04 07 10       20.0
2014 04 07 11       32.0
2014 04 07 12       20.0
2014 04 07 13       16.0
2014 04 07 14       14.0
2014 04 07 15       14.0
2014 04 07 16       13.0
2014 04 07 17       17.0
2014 04 07 18       31.0
2014 04 07 19       54.0
2014 04 07 20       80.0
2014 04 07 21       71.0
2014 04 07 22       27.0
2014 04 07 23       19.0
2014 04 08 00       14.0
2014 04 08 01       11.0
2014 04 08 02       11.0
2014 04 08 03       12.0
2014 04 08 04       12.0
2014 04 08 05       11.0
2014 04 08 06       11.0
2014 04 08 07       16.0
2014 04 08 08       22.0
2014 04 08 09       25.0
2014 04 08 10       34.0
2014 04 08 11       38.0
2014 04 08 12       31.0
2014 04 08 13       27.0
2014 04 08 14       30.0
2014 04 08 15       15.0
2014 04 08 16        7.0
2014 04 08 17        8.0
2014 04 08 18       16.0
2014 04 08 19       20.0
2014 04 08 20       22.0
2014 04 08 21       15.0
2014 04 08 22        7.0
2014 04 08 23       15.0
2014 04 09 00       32.0
2014 04 09 01       14.0
2014 04 09 02       12.0
2014 04 09 03       10.0
2014 04 09 04       11.0
2014 04 09 05       12.0
2014 04 09 06       15.0
2014 04 09 07       21.0
2014 04 09 08       36.0
2014 04 09 09       32.0
2014 04 09 10       26.0
2014 04 09 11       18.0
2014 04 09 12       26.0
2014 04 09 13       22.0
2014 04 09 14       17.0
2014 04 09 15       21.0
2014 04 09 16       11.0
2014 04 09 17       11.0
2014 04 09 18       18.0
2014 04 09 19       15.0
2014 04 09 20       18.0
2014 04 09 21       15.0
2014 04 09 22       28.0
2014 04 09 23       19.0
2014 04 10 00       14.0
2014 04 10 01       14.0
2014 04 10 02       14.0
2014 04 10 03       13.0
2014 04 10 04       13.0
2014 04 10 05       14.0
2014 04 10 06       16.0
2014 04 10 07       19.0
2014 04 10 08       31.0
2014 04 10 09       27.0
2014 04 10 10       35.0
2014 04 10 11       38.0
2014 04 10 12       25.0
2014 04 10 13       15.0
2014 04 10 14       15.0
2014 04 10 15       16.0
2014 04 10 16       16.0
2014 04 10 17       17.0
2014 04 10 18       20.0
2014 04 10 19       18.0
2014 04 10 20       43.0
2014 04 10 21       46.0
2014 04 10 22       19.0
2014 04 10 23       16.0
2014 04 11 00       11.0
2014 04 11 01       13.0
2014 04 11 02       10.0
2014 04 11 03       11.0
2014 04 11 04        9.0
2014 04 11 05       10.0
2014 04 11 06       17.0
2014 04 11 07       28.0
2014 04 11 08       36.0
2014 04 11 09       20.0
2014 04 11 10       30.0
2014 04 11 11       37.0
2014 04 11 12       45.0
2014 04 11 13       31.0
2014 04 11 14       17.0
2014 04 11 15       11.0
2014 04 11 16       11.0
2014 04 11 17       14.0
2014 04 11 18       17.0
2014 04 11 19       21.0
2014 04 11 20       24.0
2014 04 11 21       20.0
2014 04 11 22       19.0
2014 04 11 23       19.0
2014 04 12 00       18.0
2014 04 12 01       20.0
2014 04 12 02       16.0
2014 04 12 03       17.0
2014 04 12 04       15.0
2014 04 12 05       14.0
2014 04 12 06       17.0
2014 04 12 07       28.0
2014 04 12 08       31.0
2014 04 12 09       23.0
2014 04 12 10       20.0
2014 04 12 11       20.0
2014 04 12 12       13.0
2014 04 12 13       10.0
2014 04 12 14        8.0
2014 04 12 15        9.0
2014 04 12 16        9.0
2014 04 12 17       10.0
2014 04 12 18       12.0
2014 04 12 19       17.0
2014 04 12 20       23.0
2014 04 12 21       21.0
2014 04 12 22       16.0
2014 04 12 23       16.0
2014 04 13 00       14.0
2014 04 13 01       18.0
2014 04 13 02        9.0
2014 04 13 03        9.0
2014 04 13 04        9.0
2014 04 13 05        9.0
2014 04 13 06       13.0
2014 04 13 07       19.0
2014 04 13 08       18.0
2014 04 13 09       16.0
2014 04 13 10       19.0
2014 04 13 11       11.0
2014 04 13 12       13.0
2014 04 13 13       14.0
2014 04 13 14        9.0
2014 04 13 15        9.0
2014 04 13 16        8.0
2014 04 13 17        8.0
2014 04 13 18       10.0
2014 04 13 19       12.0
2014 04 13 20       17.0
2014 04 13 21       41.0
2014 04 13 22       27.0
2014 04 13 23       16.0
2014 04 14 00       15.0
2014 04 14 01       12.0
2014 04 14 02       13.0
2014 04 14 03       15.0
2014 04 14 04       13.0
2014 04 14 05       16.0
2014 04 14 06       17.0
2014 04 14 07       19.0
2014 04 14 08       27.0
2014 04 14 09       21.0
2014 04 14 10       28.0
2014 04 14 11       22.0
2014 04 14 12       25.0
2014 04 14 13       18.0
2014 04 14 14       15.0
2014 04 14 15       14.0
2014 04 14 16        9.0
2014 04 14 17        8.0
2014 04 14 18       10.0
2014 04 14 19       15.0
2014 04 14 20       13.0
2014 04 14 21        8.0
2014 04 14 22        6.0
2014 04 14 23        5.0
2014 04 15 00        7.0
2014 04 15 01       12.0
2014 04 15 02       12.0
2014 04 15 03       29.0
2014 04 15 04       13.0
2014 04 15 05       11.0
2014 04 15 06       15.0
2014 04 15 07       32.0
2014 04 15 08       38.0
2014 04 15 09       41.0
2014 04 15 10       23.0
2014 04 15 11       18.0
2014 04 15 12       15.0
2014 04 15 13       15.0
2014 04 15 14       11.0
2014 04 15 15        9.0
2014 04 15 16       11.0
2014 04 15 17        9.0
2014 04 15 18       11.0
2014 04 15 19       18.0
2014 04 15 20       33.0
2014 04 15 21       25.0
2014 04 15 22       24.0
2014 04 15 23       23.0
2014 04 16 00       21.0
2014 04 16 01        5.0
2014 04 16 02        9.0
2014 04 16 03       13.0
2014 04 16 04       15.0
2014 04 16 05       15.0
2014 04 16 06        7.0
2014 04 16 07       15.0
2014 04 16 08       27.0
2014 04 16 09       17.0
2014 04 16 10       14.0
2014 04 16 11       19.0
2014 04 16 12       10.0
2014 04 16 13        8.0
2014 04 16 14        8.0
2014 04 16 15        9.0
2014 04 16 16        8.0
2014 04 16 17        9.0
2014 04 16 18       11.0
2014 04 16 19       21.0
2014 04 16 20       50.0
2014 04 16 21       36.0
2014 04 16 22       18.0
2014 04 16 23       20.0
2014 04 17 00       18.0
2014 04 17 01       14.0
2014 04 17 02       14.0
2014 04 17 03       14.0
2014 04 17 04       12.0
2014 04 17 05       14.0
2014 04 17 06       14.0
2014 04 17 07       19.0
2014 04 17 08       25.0
2014 04 17 09       21.0
2014 04 17 10       14.0
2014 04 17 11       12.0
2014 04 17 12       11.0
2014 04 17 13       11.0
2014 04 17 14       13.0
2014 04 17 15       11.0
2014 04 17 16        9.0
2014 04 17 17       12.0
2014 04 17 18       15.0
2014 04 17 19       23.0
2014 04 17 20       53.0
2014 04 17 21       64.0
2014 04 17 22       24.0
2014 04 17 23       18.0
2014 04 18 00       15.0
2014 04 18 01       14.0
2014 04 18 02       13.0
2014 04 18 03       13.0
2014 04 18 04       12.0
2014 04 18 05       12.0
2014 04 18 06       14.0
2014 04 18 07       18.0
2014 04 18 08       22.0
2014 04 18 09       25.0
2014 04 18 10       29.0
2014 04 18 11       21.0
2014 04 18 12       32.0
2014 04 18 13       23.0
2014 04 18 14       19.0
2014 04 18 15       20.0
2014 04 18 16       16.0
2014 04 18 17       17.0
2014 04 18 18       22.0
2014 04 18 19       26.0
2014 04 18 20       41.0
2014 04 18 21       66.0
2014 04 18 22       39.0
2014 04 18 23       28.0
2014 04 19 00       28.0
2014 04 19 01       25.0
2014 04 19 02       20.0
2014 04 19 03       20.0
2014 04 19 04       29.0
2014 04 19 05        8.0
2014 04 19 06       14.0
2014 04 19 07       24.0
2014 04 19 08       32.0
2014 04 19 09       27.0
2014 04 19 10       23.0
2014 04 19 11       23.0
2014 04 19 12       16.0
2014 04 19 13        7.0
2014 04 19 14       10.0
2014 04 19 15       18.0
2014 04 19 16       24.0
2014 04 19 17       21.0
2014 04 19 18       19.0
2014 04 19 19       20.0
2014 04 19 20       25.0
2014 04 19 21       30.0
2014 04 19 22       27.0
2014 04 19 23       19.0
2014 04 20 00       19.0
2014 04 20 01       14.0
2014 04 20 02       16.0
2014 04 20 03       13.0
2014 04 20 04       17.0
2014 04 20 05       13.0
2014 04 20 06       11.0
2014 04 20 07       10.0
2014 04 20 08        8.0
2014 04 20 09       10.0
2014 04 20 10        7.0
2014 04 20 11        6.0
2014 04 20 12        7.0
2014 04 20 13        7.0
2014 04 20 14        6.0
2014 04 20 15        5.0
2014 04 20 16        7.0
2014 04 20 17        7.0
2014 04 20 18        9.0
2014 04 20 19       13.0
2014 04 20 20       15.0
2014 04 20 21       11.0
2014 04 20 22       21.0
2014 04 20 23       18.0
2014 04 21 00       19.0
2014 04 21 01       10.0
2014 04 21 02       10.0
2014 04 21 03       11.0
2014 04 21 04       10.0
2014 04 21 05       10.0
2014 04 21 06        9.0
2014 04 21 07       16.0
2014 04 21 08       18.0
2014 04 21 09       13.0
2014 04 21 10       13.0
2014 04 21 11       13.0
2014 04 21 12       12.0
2014 04 21 13       10.0
2014 04 21 14        7.0
2014 04 21 15        6.0
2014 04 21 16       13.0
2014 04 21 17       11.0
2014 04 21 18       11.0
2014 04 21 19       13.0
2014 04 21 20       15.0
2014 04 21 21       15.0
2014 04 21 22       14.0
2014 04 21 23       13.0
2014 04 22 00       13.0
2014 04 22 01       14.0
2014 04 22 02        9.0
2014 04 22 03       10.0
2014 04 22 04        7.0
2014 04 22 05       12.0
2014 04 22 06       11.0
2014 04 22 07       14.0
2014 04 22 08       18.0
2014 04 22 09       19.0
2014 04 22 10       17.0
2014 04 22 11       15.0
2014 04 22 12       16.0
2014 04 22 13        9.0
2014 04 22 14        9.0
2014 04 22 15       13.0
2014 04 22 16       14.0
2014 04 22 17       17.0
2014 04 22 18       18.0
2014 04 22 19       19.0
2014 04 22 20       28.0
2014 04 22 21       21.0
2014 04 22 22       25.0
2014 04 22 23       20.0
2014 04 23 00       14.0
2014 04 23 01       11.0
2014 04 23 02       10.0
2014 04 23 03        9.0
2014 04 23 04       11.0
2014 04 23 05       13.0
2014 04 23 06       13.0
2014 04 23 07       14.0
2014 04 23 08       19.0
2014 04 23 09       16.0
2014 04 23 10       18.0
2014 04 23 11       17.0
2014 04 23 12       12.0
2014 04 23 13       10.0
2014 04 23 14       10.0
2014 04 23 15       11.0
2014 04 23 16       10.0
2014 04 23 17        9.0
2014 04 23 18       10.0
2014 04 23 19       15.0
2014 04 23 20       34.0
2014 04 23 21       49.0
2014 04 23 22       21.0
2014 04 23 23       19.0
2014 04 24 00       16.0
2014 04 24 01       18.0
2014 04 24 02       14.0
2014 04 24 03       12.0
2014 04 24 04       13.0
2014 04 24 05       11.0
2014 04 24 06       12.0
2014 04 24 07       14.0
2014 04 24 08       18.0
2014 04 24 09       17.0
2014 04 24 10       18.0
2014 04 24 11       22.0
2014 04 24 12       12.0
2014 04 24 13        8.0
2014 04 24 14        7.0
2014 04 24 15        8.0
2014 04 24 16        9.0
2014 04 24 17       12.0
2014 04 24 18       19.0
2014 04 24 19       18.0
2014 04 24 20       21.0
2014 04 24 21       31.0
2014 04 24 22       21.0
2014 04 24 23       20.0
2014 04 25 00       14.0
2014 04 25 01       16.0
2014 04 25 02       15.0
2014 04 25 03       13.0
2014 04 25 04       12.0
2014 04 25 05       13.0
2014 04 25 06       12.0
2014 04 25 07       12.0
2014 04 25 08       11.0
2014 04 25 09       12.0
2014 04 25 10       17.0
2014 04 25 11       12.0
2014 04 25 12       15.0
2014 04 25 13        8.0
2014 04 25 14        6.0
2014 04 25 15        7.0
2014 04 25 16        9.0
2014 04 25 17        9.0
2014 04 25 18        9.0
2014 04 25 19       13.0
2014 04 25 20       16.0
2014 04 25 21       10.0
2014 04 25 22       10.0
2014 04 25 23       12.0
2014 04 26 00        8.0
2014 04 26 01        8.0
2014 04 26 02        8.0
2014 04 26 03        8.0
2014 04 26 04        9.0
2014 04 26 05        8.0
2014 04 26 06        9.0
2014 04 26 07       12.0
2014 04 26 08       13.0
2014 04 26 09       15.0
2014 04 26 10       15.0
2014 04 26 11       10.0
2014 04 26 12       15.0
2014 04 26 13       21.0
2014 04 26 14       15.0
2014 04 26 15        9.0
2014 04 26 16        6.0
2014 04 26 17        8.0
2014 04 26 18       14.0
2014 04 26 19       17.0
2014 04 26 20       24.0
2014 04 26 21       22.0
2014 04 26 22       24.0
2014 04 26 23       26.0
2014 04 27 00       17.0
2014 04 27 01       13.0
2014 04 27 02        9.0
2014 04 27 03        9.0
2014 04 27 04        7.0
2014 04 27 05        8.0
2014 04 27 06       12.0
2014 04 27 07       14.0
2014 04 27 08       15.0
2014 04 27 09       10.0
2014 04 27 10        8.0
2014 04 27 11        9.0
2014 04 27 12        7.0
2014 04 27 13        5.0
2014 04 27 14        6.0
2014 04 27 15        4.0
2014 04 27 16        5.0
2014 04 27 17        7.0
2014 04 27 18        9.0
2014 04 27 19       13.0
2014 04 27 20       13.0
2014 04 27 21        9.0
2014 04 27 22        7.0
2014 04 27 23        6.0
2014 04 28 00        9.0
2014 04 28 01       12.0
2014 04 28 02        9.0
2014 04 28 03        9.0
2014 04 28 04        7.0
2014 04 28 05        6.0
2014 04 28 06        7.0
2014 04 28 07       15.0
2014 04 28 08       26.0
2014 04 28 09       18.0
2014 04 28 10       21.0
2014 04 28 11       21.0
2014 04 28 12       16.0
2014 04 28 13       13.0
2014 04 28 14       14.0
2014 04 28 15       13.0
2014 04 28 16       22.0
2014 04 28 17       18.0
2014 04 28 18       37.0
2014 04 28 19       31.0
2014 04 28 20       26.0
2014 04 28 21       20.0
2014 04 28 22       18.0
2014 04 28 23       12.0
2014 04 29 00       13.0
2014 04 29 01        6.0
2014 04 29 02        6.0
2014 04 29 03        6.0
2014 04 29 04        9.0
2014 04 29 05       12.0
2014 04 29 06       11.0
2014 04 29 07       13.0
2014 04 29 08    -9999.0
2014 04 29 09    -9999.0
2014 04 29 10       14.0
2014 04 29 11       16.0
2014 04 29 12       12.0
2014 04 29 13        8.0
2014 04 29 14        8.0
2014 04 29 15        9.0
2014 04 29 16        8.0
2014 04 29 17        6.0
2014 04 29 18       11.0
2014 04 29 19       16.0
2014 04 29 20       44.0
2014 04 29 21       42.0
2014 04 29 22       18.0
2014 04 29 23       18.0
2014 04 30 00       12.0
2014 04 30 01       12.0
2014 04 30 02       11.0
2014 04 30 03        9.0
2014 04 30 04       11.0
2014 04 30 05       13.0
2014 04 30 06       13.0
2014 04 30 07       20.0
2014 04 30 08       26.0
2014 04 30 09       24.0
2014 04 30 10       17.0
2014 04 30 11       15.0
2014 04 30 12       24.0
2014 04 30 13       21.0
2014 04 30 14       12.0
2014 04 30 15       21.0
2014 04 30 16       20.0
2014 04 30 17       25.0
2014 04 30 18       26.0
2014 04 30 19       18.0
2014 04 30 20       16.0
2014 04 30 21       16.0
2014 04 30 22       17.0
2014 04 30 23       14.0
2014 05 01 00       11.0
2014 05 01 01       12.0
2014 05 01 02       10.0
2014 05 01 03        9.0
2014 05 01 04       13.0
2014 05 01 05       11.0
2014 05 01 06       12.0
2014 05 01 07       12.0
2014 05 01 08        9.0
2014 05 01 09        5.0
2014 05 01 10        5.0
2014 05 01 11        5.0
2014 05 01 12        5.0
2014 05 01 13        5.0
2014 05 01 14        4.0
2014 05 01 15        4.0
2014 05 01 16        5.0
2014 05 01 17        7.0
2014 05 01 18       12.0
2014 05 01 19       10.0
2014 05 01 20       12.0
2014 05 01 21        9.0
2014 05 01 22       10.0
2014 05 01 23        7.0
2014 05 02 00        9.0
2014 05 02 01       10.0
2014 05 02 02        9.0
2014 05 02 03       10.0
2014 05 02 04       19.0
2014 05 02 05       12.0
2014 05 02 06       12.0
2014 05 02 07       18.0
2014 05 02 08       21.0
2014 05 02 09       17.0
2014 05 02 10       14.0
2014 05 02 11       14.0
2014 05 02 12       17.0
2014 05 02 13       28.0
2014 05 02 14       30.0
2014 05 02 15       26.0
2014 05 02 16       17.0
2014 05 02 17       29.0
2014 05 02 18       22.0
2014 05 02 19       22.0
2014 05 02 20       23.0
2014 05 02 21       23.0
2014 05 02 22       17.0
2014 05 02 23       12.0
2014 05 03 00       13.0
2014 05 03 01       14.0
2014 05 03 02       10.0
2014 05 03 03       10.0
2014 05 03 04        7.0
2014 05 03 05        8.0
2014 05 03 06       10.0
2014 05 03 07       14.0
2014 05 03 08       21.0
2014 05 03 09       19.0
2014 05 03 10       21.0
2014 05 03 11       18.0
2014 05 03 12       17.0
2014 05 03 13       18.0
2014 05 03 14        9.0
2014 05 03 15        7.0
2014 05 03 16        7.0
2014 05 03 17       14.0
2014 05 03 18       19.0
2014 05 03 19       14.0
2014 05 03 20       15.0
2014 05 03 21       11.0
2014 05 03 22       11.0
2014 05 03 23       11.0
2014 05 04 00       12.0
2014 05 04 01       12.0
2014 05 04 02       13.0
2014 05 04 03        9.0
2014 05 04 04        8.0
2014 05 04 05       12.0
2014 05 04 06       12.0
2014 05 04 07       12.0
2014 05 04 08       11.0
2014 05 04 09        9.0
2014 05 04 10        6.0
2014 05 04 11        6.0
2014 05 04 12        6.0
2014 05 04 13        5.0
2014 05 04 14        4.0
2014 05 04 15        5.0
2014 05 04 16        5.0
2014 05 04 17        7.0
2014 05 04 18        9.0
2014 05 04 19        9.0
2014 05 04 20       14.0
2014 05 04 21       18.0
2014 05 04 22       13.0
2014 05 04 23       12.0
2014 05 05 00       10.0
2014 05 05 01       10.0
2014 05 05 02       10.0
2014 05 05 03        9.0
2014 05 05 04        8.0
2014 05 05 05       10.0
2014 05 05 06       14.0
2014 05 05 07       19.0
2014 05 05 08       25.0
2014 05 05 09       23.0
2014 05 05 10       11.0
2014 05 05 11       14.0
2014 05 05 12       16.0
2014 05 05 13       14.0
2014 05 05 14       13.0
2014 05 05 15       13.0
2014 05 05 16       10.0
2014 05 05 17       12.0
2014 05 05 18       18.0
2014 05 05 19       25.0
2014 05 05 20       42.0
2014 05 05 21       49.0
2014 05 05 22       45.0
2014 05 05 23       24.0
2014 05 06 00       16.0
2014 05 06 01       13.0
2014 05 06 02       13.0
2014 05 06 03       13.0
2014 05 06 04       13.0
2014 05 06 05       13.0
2014 05 06 06       16.0
2014 05 06 07       19.0
2014 05 06 08       24.0
2014 05 06 09       30.0
2014 05 06 10       24.0
2014 05 06 11       31.0
2014 05 06 12       29.0
2014 05 06 13       25.0
2014 05 06 14       31.0
2014 05 06 15       16.0
2014 05 06 16       14.0
2014 05 06 17       18.0
2014 05 06 18       19.0
2014 05 06 19       18.0
2014 05 06 20       23.0
2014 05 06 21       28.0
2014 05 06 22       16.0
2014 05 06 23       12.0
2014 05 07 00        9.0
2014 05 07 01        8.0
2014 05 07 02        6.0
2014 05 07 03        6.0
2014 05 07 04       12.0
2014 05 07 05       11.0
2014 05 07 06       21.0
2014 05 07 07       25.0
2014 05 07 08       42.0
2014 05 07 09       37.0
2014 05 07 10    -9999.0
2014 05 07 11    -9999.0
2014 05 07 12       24.0
2014 05 07 13       13.0
2014 05 07 14        9.0
2014 05 07 15        9.0
2014 05 07 16        7.0
2014 05 07 17        6.0
2014 05 07 18        8.0
2014 05 07 19       10.0
2014 05 07 20       13.0
2014 05 07 21       12.0
