med.orarie NO2 [ug/m3] staz.** CORTE BRUGNATELLA

aaaa mm gg hh        NO2
2014 02 02 03    -9999.0
2014 02 02 04        3.0
2014 02 02 05        3.0
2014 02 02 06        4.0
2014 02 02 07        5.0
2014 02 02 08        3.0
2014 02 02 09        4.0
2014 02 02 10        6.0
2014 02 02 11        4.0
2014 02 02 12        3.0
2014 02 02 13        3.0
2014 02 02 14        4.0
2014 02 02 15        4.0
2014 02 02 16        5.0
2014 02 02 17        5.0
2014 02 02 18        6.0
2014 02 02 19        6.0
2014 02 02 20        5.0
2014 02 02 21        6.0
2014 02 02 22        5.0
2014 02 02 23        4.0
2014 02 03 00        4.0
2014 02 03 01        5.0
2014 02 03 02        8.0
2014 02 03 03    -9999.0
2014 02 03 04       12.0
2014 02 03 05       13.0
2014 02 03 06       11.0
2014 02 03 07       11.0
2014 02 03 08       11.0
2014 02 03 09        7.0
2014 02 03 10        5.0
2014 02 03 11        4.0
2014 02 03 12        5.0
2014 02 03 13        6.0
2014 02 03 14        7.0
2014 02 03 15        8.0
2014 02 03 16       10.0
2014 02 03 17       11.0
2014 02 03 18       11.0
2014 02 03 19       10.0
2014 02 03 20       11.0
2014 02 03 21       13.0
2014 02 03 22       13.0
2014 02 03 23       14.0
2014 02 04 00        9.0
2014 02 04 01       10.0
2014 02 04 02        8.0
2014 02 04 03    -9999.0
2014 02 04 04        9.0
2014 02 04 05        7.0
2014 02 04 06        9.0
2014 02 04 07        8.0
2014 02 04 08        8.0
2014 02 04 09        7.0
2014 02 04 10        4.0
2014 02 04 11        4.0
2014 02 04 12        3.0
2014 02 04 13        4.0
2014 02 04 14        4.0
2014 02 04 15        5.0
2014 02 04 16        6.0
2014 02 04 17        7.0
2014 02 04 18        8.0
2014 02 04 19        8.0
2014 02 04 20        7.0
2014 02 04 21        6.0
2014 02 04 22        8.0
2014 02 04 23        6.0
2014 02 05 00        5.0
2014 02 05 01        5.0
2014 02 05 02        5.0
2014 02 05 03    -9999.0
2014 02 05 04        4.0
2014 02 05 05        2.0
2014 02 05 06        2.0
2014 02 05 07        1.0
2014 02 05 08        1.0
2014 02 05 09        1.0
2014 02 05 10        1.0
2014 02 05 11        2.0
2014 02 05 12        1.0
2014 02 05 13        0.0
2014 02 05 14        1.0
2014 02 05 15        0.0
2014 02 05 16        1.0
2014 02 05 17        2.0
2014 02 05 18        3.0
2014 02 05 19        2.0
2014 02 05 20        3.0
2014 02 05 21        2.0
2014 02 05 22        4.0
2014 02 05 23        8.0
2014 02 06 00       10.0
2014 02 06 01       14.0
2014 02 06 02       13.0
2014 02 06 03    -9999.0
2014 02 06 04       11.0
2014 02 06 05        9.0
2014 02 06 06        8.0
2014 02 06 07        7.0
2014 02 06 08        9.0
2014 02 06 09        5.0
2014 02 06 10        6.0
2014 02 06 11    -9999.0
2014 02 06 12    -9999.0
2014 02 06 13        4.0
2014 02 06 14        2.0
2014 02 06 15        2.0
2014 02 06 16        2.0
2014 02 06 17        5.0
2014 02 06 18        8.0
2014 02 06 19        8.0
2014 02 06 20        8.0
2014 02 06 21        9.0
2014 02 06 22        5.0
2014 02 06 23        3.0
2014 02 07 00        3.0
2014 02 07 01        3.0
2014 02 07 02        3.0
2014 02 07 03    -9999.0
2014 02 07 04        5.0
2014 02 07 05        3.0
2014 02 07 06        2.0
2014 02 07 07        2.0
2014 02 07 08        2.0
2014 02 07 09        2.0
2014 02 07 10        1.0
2014 02 07 11        0.0
2014 02 07 12        1.0
2014 02 07 13        1.0
2014 02 07 14        1.0
2014 02 07 15       12.0
2014 02 07 16       27.0
2014 02 07 17       30.0
2014 02 07 18       32.0
2014 02 07 19       28.0
2014 02 07 20       23.0
2014 02 07 21       21.0
2014 02 07 22       19.0
2014 02 07 23       18.0
2014 02 08 00       19.0
2014 02 08 01       19.0
2014 02 08 02       18.0
2014 02 08 03    -9999.0
2014 02 08 04       10.0
2014 02 08 05        6.0
2014 02 08 06        6.0
2014 02 08 07        9.0
2014 02 08 08        6.0
2014 02 08 09        3.0
2014 02 08 10        2.0
2014 02 08 11        3.0
2014 02 08 12        2.0
2014 02 08 13        1.0
2014 02 08 14        1.0
2014 02 08 15        1.0
2014 02 08 16        0.0
2014 02 08 17        0.0
2014 02 08 18        0.0
2014 02 08 19        1.0
2014 02 08 20        1.0
2014 02 08 21        1.0
2014 02 08 22        7.0
2014 02 08 23       12.0
2014 02 09 00       17.0
2014 02 09 01       20.0
2014 02 09 02       21.0
2014 02 09 03    -9999.0
2014 02 09 04       15.0
2014 02 09 05       13.0
2014 02 09 06        9.0
2014 02 09 07        7.0
2014 02 09 08        6.0
2014 02 09 09        4.0
2014 02 09 10        1.0
2014 02 09 11        1.0
2014 02 09 12        0.0
2014 02 09 13        0.0
2014 02 09 14        0.0
2014 02 09 15        0.0
2014 02 09 16        0.0
2014 02 09 17        0.0
2014 02 09 18        0.0
2014 02 09 19        2.0
2014 02 09 20        2.0
2014 02 09 21        1.0
2014 02 09 22        1.0
2014 02 09 23        0.0
2014 02 10 00        1.0
2014 02 10 01        0.0
2014 02 10 02        0.0
2014 02 10 03    -9999.0
2014 02 10 04        1.0
2014 02 10 05        0.0
2014 02 10 06        1.0
2014 02 10 07        1.0
2014 02 10 08        2.0
2014 02 10 09        3.0
2014 02 10 10        5.0
2014 02 10 11        6.0
2014 02 10 12        7.0
2014 02 10 13       16.0
2014 02 10 14       17.0
2014 02 10 15       16.0
2014 02 10 16       14.0
2014 02 10 17       14.0
2014 02 10 18       14.0
2014 02 10 19       12.0
2014 02 10 20       13.0
2014 02 10 21       12.0
2014 02 10 22       11.0
2014 02 10 23       11.0
2014 02 11 00       11.0
2014 02 11 01        9.0
2014 02 11 02       12.0
2014 02 11 03    -9999.0
2014 02 11 04       14.0
2014 02 11 05       11.0
2014 02 11 06       10.0
2014 02 11 07       11.0
2014 02 11 08        9.0
2014 02 11 09        5.0
2014 02 11 10        6.0
2014 02 11 11        6.0
2014 02 11 12        6.0
2014 02 11 13        5.0
2014 02 11 14        4.0
2014 02 11 15        4.0
2014 02 11 16        5.0
2014 02 11 17        6.0
2014 02 11 18        7.0
2014 02 11 19        8.0
2014 02 11 20        8.0
2014 02 11 21        7.0
2014 02 11 22        5.0
2014 02 11 23        5.0
2014 02 12 00        3.0
2014 02 12 01        4.0
2014 02 12 02        5.0
2014 02 12 03    -9999.0
2014 02 12 04        3.0
2014 02 12 05        2.0
2014 02 12 06        2.0
2014 02 12 07        2.0
2014 02 12 08        1.0
2014 02 12 09        1.0
2014 02 12 10        1.0
2014 02 12 11        2.0
2014 02 12 12        1.0
2014 02 12 13        2.0
2014 02 12 14        1.0
2014 02 12 15        1.0
2014 02 12 16        1.0
2014 02 12 17        1.0
2014 02 12 18        3.0
2014 02 12 19        4.0
2014 02 12 20        2.0
2014 02 12 21        1.0
2014 02 12 22        1.0
2014 02 12 23        2.0
2014 02 13 00        1.0
2014 02 13 01        1.0
2014 02 13 02        1.0
2014 02 13 03    -9999.0
2014 02 13 04        3.0
2014 02 13 05        2.0
2014 02 13 06        2.0
2014 02 13 07        2.0
2014 02 13 08        2.0
2014 02 13 09        2.0
2014 02 13 10        2.0
2014 02 13 11        2.0
2014 02 13 12        0.0
2014 02 13 13        0.0
2014 02 13 14        0.0
2014 02 13 15        0.0
2014 02 13 16        0.0
2014 02 13 17        0.0
2014 02 13 18        0.0
2014 02 13 19        0.0
2014 02 13 20        1.0
2014 02 13 21        1.0
2014 02 13 22        1.0
